,actors,awards,box_office,country,director,dvd,genre,imdb_id,imdb_rating,imdb_votes,language,metascore,plot,poster,production,rated,ratings,released,response,runtime,title,total_seasons,type,website,writer,year
101,"Greg Kinnear, Rebecca Romijn, Robert De Niro, Cameron Bright",N/A,N/A,"Canada, USA",Nick Hamm,N/A,"Action, Drama, Fantasy, Horror, Sci-Fi, Thriller",tt0335121,4.8,"24,674",English,24,"A couple agree to have their deceased son cloned, under the supervision of an enigmatic doctor, but bizarre things start to happen several years after his rebirth.",https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_SX300.jpg,"Lions Gate Films, 2929 Productions, Artists Production Group, Blue Productions",PG-13,"[{'source': 'Internet Movie Database', 'value': '4.8/10'}, {'source': 'Rotten Tomatoes', 'value': '4%'}, {'source': 'Metacritic', 'value': '24/100'}]",30 Apr 2004,True,102 min,Godsend,,movie,N/A,Mark Bomback,2004
102,"Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton",Won 2 Oscars. Another 22 wins & 61 nominations.,N/A,USA,Gus Van Sant,N/A,"Drama, Romance",tt0119217,8.3,"846,117",English,70,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"Miramax Films, Be Gentlemen Limited Partnership, Lawrence Bender Productions",R,"[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '70/100'}]",09 Jan 1998,True,126 min,Good Will Hunting,,movie,N/A,"Matt Damon, Ben Affleck",1997
103,"David Harewood, Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek",N/A,N/A,"UK, USA, Morocco",David Batty,N/A,Drama,tt3454828,7.6,613,"English, Spanish",N/A,"The life and toils of Jesus Christ, depicted as written in the gospel of John. Narrated in English, following the New International Version of the scripture, while the actors speak in Aramaic.",https://m.media-amazon.com/images/M/MV5BMTQzNTQ0Mjc1NF5BMl5BanBnXkFtZTgwODg0OTE2MzE@._V1_SX300.jpg,N/A,Unrated,"[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}]",01 Dec 2014,True,160 min,The Gospel of John,,movie,N/A,N/A,2014
104,"James Marsden, Lena Headey, Norman Reedus, Kate Hudson",3 nominations.,N/A,USA,Davis Guggenheim,N/A,"Drama, Mystery, Thriller",tt0176783,5.9,"14,263","English, Italian",31,"Three college students base their class project around gossip and how fast it spreads, which soon spirals out of control.",https://m.media-amazon.com/images/M/MV5BN2Y5YWJlZjMtNGFmYS00MDE1LWE3ZjktMDBkMjc1YTY0YWJhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"NPV Entertainment, Warner Brothers, Outlaw Productions, Village Roadshow Prod.",R,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '29%'}, {'source': 'Metacritic', 'value': '31/100'}]",21 Apr 2000,True,90 min,Gossip,,movie,N/A,"Gregory Poirier (story), Gregory Poirier (screenplay), Theresa Rebeck (screenplay)",2000
105,"John Travolta, Spencer Rocco Lofranco, Kelly Preston, Pruitt Taylor Vince",7 nominations.,N/A,"Canada, USA",Kevin Connolly,N/A,"Biography, Crime, Drama",tt1801552,4.8,"13,435",English,24,The story of crime boss John Gotti and his son.,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@._V1_SX300.jpg,Fiore Films,R,"[{'source': 'Internet Movie Database', 'value': '4.8/10'}, {'source': 'Rotten Tomatoes', 'value': '0%'}, {'source': 'Metacritic', 'value': '24/100'}]",14 Jun 2018,True,112 min,Gotti,,movie,N/A,"Leo Rossi, Lem Dobbs",2018
106,"John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes",Nominated for 3 Golden Globes. Another 21 wins & 41 nominations.,N/A,"USA, UK, Canada",Adam Shankman,N/A,"Comedy, Drama, Musical, Romance",tt0427327,6.6,"118,594",English,81,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,https://m.media-amazon.com/images/M/MV5BZmFhMzFkZTMtNmUxNS00OWQ1LTlhNjMtYzhmNTU4NmUzZDQwXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,New Line Cinema,PG,"[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '81/100'}]",20 Jul 2007,True,117 min,Hairspray,,movie,N/A,"Leslie Dixon (screenplay), John Waters, Mark O'Donnell (musical play), Thomas Meehan (musical play)",2007
107,"Dave Chappelle, Guillermo Díaz, Jim Breuer, Harland Williams",N/A,N/A,USA,Tamra Davis,N/A,"Comedy, Crime",tt0120693,6.7,"57,047","English, Turkish",16,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,https://m.media-amazon.com/images/M/MV5BZWMxZWE1ZjQtYzAyNS00NjEwLTgwM2ItMWI2NWVhZGJiYjk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Robert Simonds Productions,R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '29%'}, {'source': 'Metacritic', 'value': '16/100'}]",16 Jan 1998,True,82 min,Half Baked,,movie,N/A,"Dave Chappelle, Neal Brennan",1998
108,"John Cho, Ethan Embry, Rob Tinkler, Fred Willard",3 nominations.,N/A,"USA, Canada, Germany",Danny Leiner,N/A,"Adventure, Comedy",tt0366551,7.1,"180,191","English, Hindi",64,A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.,https://m.media-amazon.com/images/M/MV5BMDc2M2I5MDQtNzliMS00ZmFjLWJmNzEtMTQwYTkxOWI4YzJlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"Kingsgate Films, Senator International",R,"[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '74%'}, {'source': 'Metacritic', 'value': '64/100'}]",30 Jul 2004,True,88 min,Harold & Kumar Go to White Castle,,movie,N/A,"Jon Hurwitz, Hayden Schlossberg",2004
109,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski",Nominated for 1 Golden Globe. Another 28 wins & 32 nominations.,N/A,USA,John Cameron Mitchell,N/A,"Comedy, Drama, Music, Musical",tt0248845,7.7,"31,712","English, German",85,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"New Line Cinema, Killer Films",R,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '85/100'}]",31 Aug 2001,True,95 min,Hedwig and the Angry Inch,,movie,N/A,"John Cameron Mitchell (book), Stephen Trask (book), John Cameron Mitchell (screenplay)",2001
110,"Pierce Brosnan, Tom Skerritt, Wendy Hughes, Noble Willingham",N/A,N/A,USA,Stuart Orme,N/A,"Romance, Thriller",tt0097495,6.2,663,English,N/A,Framed con-man seeks revenge by planning a racetrack heist.,https://m.media-amazon.com/images/M/MV5BMTM5MTIyNzU5Ml5BMl5BanBnXkFtZTcwMjE5ODkyMQ@@._V1_SX300.jpg,Paramount,R,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '49%'}]",16 Sep 1989,True,97 min,The Heist,,movie,N/A,"William Irish Jr. (story), William Irish Jr. (teleplay), David Fuller (teleplay), Rick Natkin (teleplay)",1989
111,Ron Oliver,N/A,N/A,USA,Derich Heath,N/A,"Documentary, Short",tt5690704,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,[],N/A,True,13 min,Revisiting Hamilton High: The Making of Hello Mary Lou Prom Night II,,movie,N/A,N/A,2015
112,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",Nominated for 2 Oscars. Another 37 wins & 81 nominations.,N/A,"Canada, USA",David Cronenberg,N/A,"Drama, Thriller",tt0399146,7.4,"222,067",English,81,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg,Benderspink,R,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '81/100'}]",30 Sep 2005,True,96 min,A History of Violence,,movie,N/A,"John Wagner (graphic novel), Vince Locke (graphic novel), Josh Olson (screenplay)",2005
113,"Adrien Brody, Diane Lane, Ben Affleck, Bob Hoskins",Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.,N/A,USA,Allen Coulter,N/A,"Biography, Crime, Drama, History, Mystery, Romance, Thriller",tt0427969,6.5,"32,568","English, Spanish",62,"A detective examines the mysterious death of George Reeves, the star of the television series Adventures of Superman (1952).",https://m.media-amazon.com/images/M/MV5BMTc4ODQ2OTI5NF5BMl5BanBnXkFtZTcwMDIyNjYzMQ@@._V1_SX300.jpg,Focus Features,R,"[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '68%'}, {'source': 'Metacritic', 'value': '62/100'}]",08 Sep 2006,True,126 min,Hollywoodland,,movie,N/A,Paul Bernbaum,2006
114,"Andrew Chalmers, Ryan Donowho, Asia Vieira, Quancetia Hamilton",1 win & 5 nominations.,N/A,USA,Michael Mayer,N/A,"Drama, Romance",tt0359423,6.7,"13,090",English,59,A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.,https://m.media-amazon.com/images/M/MV5BODExMzEzODA0N15BMl5BanBnXkFtZTcwMjQ2ODUyMQ@@._V1_SX300.jpg,"Plymouth Projects, Killer Films, Hart-Sharp Entertainment, John Wells Productions",R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '59/100'}]",14 Oct 2004,True,97 min,A Home at the End of the World,,movie,N/A,"Michael Cunningham (novel), Michael Cunningham (screenplay)",2004
115,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant",8 nominations.,N/A,USA,Bille Woodruff,N/A,"Drama, Music, Romance",tt0322589,5.4,"42,961",English,37,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",https://m.media-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_SX300.jpg,"Universal Pictures, NuAmerica Entertainment, Marc Platt Productions",PG-13,"[{'source': 'Internet Movie Database', 'value': '5.4/10'}, {'source': 'Rotten Tomatoes', 'value': '21%'}, {'source': 'Metacritic', 'value': '37/100'}]",05 Dec 2003,True,94 min,Honey,,movie,N/A,"Alonzo Brown, Kim Watson",2003
116,"Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden",N/A,N/A,USA,Clare Kilner,N/A,"Comedy, Drama, Romance",tt0319524,5.6,"9,159",English,45,"A teenager (Moore), disillusioned by too many examples of love gone wrong, refuses to believe that true love exists. Then this new guy (Ford) comes along...",https://m.media-amazon.com/images/M/MV5BOTMzOTk0NDA4OV5BMl5BanBnXkFtZTYwNTY5NjY3._V1_SX300.jpg,New Line Cinema,PG-13,"[{'source': 'Internet Movie Database', 'value': '5.6/10'}, {'source': 'Rotten Tomatoes', 'value': '27%'}, {'source': 'Metacritic', 'value': '45/100'}]",18 Jul 2003,True,101 min,How to Deal,,movie,N/A,"Sarah Dessen (novels), Neena Beber (screenplay)",2003
117,"Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",1 win & 8 nominations.,N/A,"USA, Germany",Donald Petrie,N/A,"Comedy, Romance",tt0251127,6.4,"207,541",English,45,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,Paramount,PG-13,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '42%'}, {'source': 'Metacritic', 'value': '45/100'}]",07 Feb 2003,True,116 min,How to Lose a Guy in 10 Days,,movie,N/A,"Michele Alexander (book), Jeannie Long (book), Kristen Buckley (screenplay), Brian Regan (screenplay), Burr Steers (screenplay)",2003
118,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger, Liev Schreiber",Nominated for 1 Oscar. Another 7 wins & 17 nominations.,N/A,USA,Norman Jewison,N/A,"Biography, Drama, Sport",tt0174856,7.6,"90,645",English,74,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",https://m.media-amazon.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_SX300.jpg,"Universal Pictures, Beacon Communications, Azoff Entertainment",R,"[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '74/100'}]",14 Jan 2000,True,146 min,The Hurricane,,movie,N/A,"Rubin 'Hurricane' Carter (book), Sam Chaiton (book), Terry Swinton (book), Armyan Bernstein (screenplay), Dan Gordon (screenplay)",1999
119,"Michelle Trachtenberg, Joan Cusack, Amy Stewart, Steve Ross",N/A,N/A,"USA, Canada",Tim Fywell,N/A,"Comedy, Drama, Family, Sport",tt0396652,6.0,"24,556",English,55,"With the help of her coach, her mom, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",https://m.media-amazon.com/images/M/MV5BMTI1NjIzMzg5OF5BMl5BanBnXkFtZTcwMjI2ODcyMQ@@._V1_SX300.jpg,Walt Disney Pictures,G,"[{'source': 'Internet Movie Database', 'value': '6.0/10'}, {'source': 'Rotten Tomatoes', 'value': '52%'}, {'source': 'Metacritic', 'value': '55/100'}]",18 Mar 2005,True,98 min,Ice Princess,,movie,N/A,"Meg Cabot (story), Hadley Davis (story), Hadley Davis (screenplay)",2005
120,"Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney",N/A,N/A,"USA, Germany, Canada",Andrew Fleming,N/A,"Action, Comedy, Thriller",tt0314786,5.8,"16,178","English, French, Mandarin",46,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.",https://m.media-amazon.com/images/M/MV5BMTQ1MDQ0MTA3NV5BMl5BanBnXkFtZTYwMDQxNDA3._V1_SX300.jpg,Franchise Pictures,PG-13,"[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '33%'}, {'source': 'Metacritic', 'value': '46/100'}]",23 May 2003,True,98 min,The In-Laws,,movie,N/A,"Andrew Bergman (screenplay ""The In-Laws""), Nat Mauldin (screenplay), Ed Solomon (screenplay)",2003
121,"Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall",1 nomination.,N/A,"USA, Canada",Jim Mickle,N/A,"Crime, Mystery, Sci-Fi, Thriller",tt8110640,6.2,"38,698",English,48,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,https://m.media-amazon.com/images/M/MV5BN2I1MGQ2ZjMtMjc1My00YzU1LThjNzktNzJlMWRkMTc0NjZhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"Discovery Films, Film4",TV-MA,"[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '48/100'}]",27 Sep 2019,True,115 min,In the Shadow of the Moon,,movie,N/A,"Gregory Weidman, Geoffrey Tock",2019
122,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci",2 wins.,N/A,USA,Michael Rymer,N/A,"Crime, Thriller, Drama",tt0160401,6.3,"5,770",English,53,Jeff Cole is a recent graduate of the Cincinnati police academy who dreams of working undercover. His wish is granted and through success is given the task of taking down state-wide crack ...,https://m.media-amazon.com/images/M/MV5BNjNkZDZmYzItZWU3ZS00OWYxLThmZWQtYjg2NDI2ZTBlOTQ4XkEyXkFqcGdeQXVyODg2MjMxMTc@._V1_SX300.jpg,"Miramax Films, Suntaur Entertainment Company, Dimension Films",R,"[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '39%'}, {'source': 'Metacritic', 'value': '53/100'}]",25 Aug 1999,True,95 min,In Too Deep,,movie,N/A,"Michael Henry Brown, Paul Aaron",1999
123,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",1 win & 8 nominations.,N/A,USA,Louis Leterrier,N/A,"Action, Adventure, Sci-Fi",tt0800080,6.7,"429,072","English, Portuguese, Spanish",61,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.",https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,"Marvel Films, Valhalla Motion Pictures",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '67%'}, {'source': 'Metacritic', 'value': '61/100'}]",13 Jun 2008,True,112 min,The Incredible Hulk,,movie,N/A,"Zak Penn (screenplay), Zak Penn (screen story), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",2008
124,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen",3 wins & 2 nominations.,N/A,"UK, France, Germany, USA",Sydney Pollack,N/A,"Crime, Mystery, Thriller",tt0373926,6.4,"96,778","English, Aboriginal, French, Portuguese",62,"Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.",https://m.media-amazon.com/images/M/MV5BMTg3MjMxNDUzNV5BMl5BanBnXkFtZTcwNTM2NzgyMQ@@._V1_SX300.jpg,"Misher Films, Working Title Films",PG-13,"[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '57%'}, {'source': 'Metacritic', 'value': '62/100'}]",22 Apr 2005,True,128 min,The Interpreter,,movie,N/A,"Martin Stellman (story), Brian Ward (story), Charles Randolph (screenplay), Scott Frank (screenplay), Steven Zaillian (screenplay)",2005
125,"Jaeden Martell, Jeremy Ray Taylor, Sophia Lillis, Finn Wolfhard",8 wins & 49 nominations.,N/A,"Canada, USA",Andy Muschietti,N/A,Horror,tt1396484,7.3,"450,627","English, Hebrew",69,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",https://m.media-amazon.com/images/M/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,"Vertigo Entertainment, RatPac-Dune Entertainment, Lin Pictures",R,"[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '69/100'}]",08 Sep 2017,True,135 min,It,,movie,N/A,"Chase Palmer (screenplay by), Cary Joji Fukunaga (screenplay by), Gary Dauberman (screenplay by), Stephen King (based on the novel by)",2017
126,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen",1 win & 3 nominations.,N/A,USA,Andy Tennant,N/A,"Comedy, Family, Romance",tt0113442,5.9,"20,398",English,45,"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,"Warner Brothers, Rysher Entertainment",PG,"[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '8%'}, {'source': 'Metacritic', 'value': '45/100'}]",17 Nov 1995,True,101 min,It Takes Two,,movie,N/A,Deborah Dean Davis,1995
127,"Sheila McCarthy, Paule Baillargeon, Ann-Marie MacDonald, Richard Monette",3 wins & 7 nominations.,N/A,Canada,Patricia Rozema,N/A,"Comedy, Drama",tt0093239,6.7,"1,368",English,N/A,"Scatterbrained Polly gets a job as a secretary in Gabrielle's art gallery. Polly aspires to be a professional photographer, and idolizes Gabrielle for her artistic ability. When Gabrielle ...",https://m.media-amazon.com/images/M/MV5BMTg5MzgyMDQyMV5BMl5BanBnXkFtZTcwMDQ5MzQyMQ@@._V1_SX300.jpg,N/A,R,"[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}]",01 Mar 1988,True,81 min,I've Heard the Mermaids Singing,,movie,N/A,Patricia Rozema,1987
128,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg",1 nomination.,N/A,"Canada, USA",James Isaac,N/A,"Action, Horror, Sci-Fi, Thriller",tt0211443,4.4,"50,231",English,25,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",https://m.media-amazon.com/images/M/MV5BYzc0MDllYjktYzFjZi00OTgwLWJmZWMtODlmMTVlODQyZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"New Line Cinema, Friday X Productions, Crystal Lake Entertainment Inc.",R,"[{'source': 'Internet Movie Database', 'value': '4.4/10'}, {'source': 'Rotten Tomatoes', 'value': '20%'}, {'source': 'Metacritic', 'value': '25/100'}]",26 Apr 2002,True,91 min,Jason X,,movie,N/A,"Victor Miller (characters), Todd Farmer",2001
